,Feature_2368,Feature_2369,Feature_2365,Feature_2372,Feature_2340,Feature_2361,Feature_2343,Feature_1704,Feature_2630,Feature_2641,Feature_2341,Feature_1058,Feature_2300,Feature_1080,Feature_2640,Feature_2530,Feature_2620,Feature_2337,Feature_2840,Feature_854,Feature_2190,Feature_1034,Feature_1036,Feature_2321,Feature_2311,Feature_2540,Feature_1045,Feature_1048,Feature_1012,Feature_2439,Feature_1013,Feature_1611,Feature_2100,Feature_736,Feature_1069,Feature_1070,Feature_2351,Feature_1033,Feature_2191,Feature_1032,Feature_1054,Feature_2196,Feature_1720,Feature_2610,Feature_1022,Feature_2220,Feature_959,Feature_2174,Feature_2643,Feature_2356,Feature_2290,Feature_1923,Feature_968,Feature_662,Feature_985,Feature_675,Feature_2518,Feature_1660,Feature_1000,Feature_2181,Feature_2179,Feature_2598,Feature_2089,Feature_2281,Feature_2362,Feature_1949,Feature_2079,Feature_2571,Feature_2320,Feature_2629,Feature_733,Feature_997,Feature_2911,Feature_2531,Feature_1634,Feature_418,Feature_984,Feature_2067,Feature_948,Feature_1645,Feature_686,Feature_1010,Feature_625,Feature_2132,Feature_1657,Feature_2360,Feature_925,Feature_914,Feature_964,Feature_1550,Feature_988,Feature_639,Feature_1933,Feature_1705,Feature_1960,Feature_2071,Feature_949,Feature_2218,Feature_1693,Feature_2270,Feature_830,Feature_2261,Feature_2591,Feature_385,Feature_936,Feature_858,Feature_2501,Feature_2088,Feature_2877,Feature_659,Feature_2240,Feature_1669,Feature_592,Feature_2325,Feature_944,Feature_1574,Feature_2570,Feature_700,Feature_546,Feature_842,Feature_208,Feature_157,Feature_821,Feature_709,Feature_1681,Feature_1852,Feature_45,Feature_2552,Feature_2770,Feature_954,Feature_1621,Feature_2891,Feature_2511,Feature_386,Feature_974,Feature_815,Feature_841,Feature_2442,Feature_2271,Feature_2235,Feature_2421,Feature_2280,Feature_417,Feature_2481,Feature_1726,Feature_173,Feature_2210,Feature_784,Feature_2631,Feature_817,Feature_2301,Feature_2561,Feature_555,Feature_890,Feature_2330,Feature_2171,Feature_2150,Feature_2151,Feature_901,Feature_2276,Feature_937,Feature_2431,Feature_913,Feature_902,Feature_2141,Feature_892,Feature_806,Feature_2411,Feature_924,Feature_2460,Feature_11,Feature_2490,Feature_2470,Feature_2250,Feature_2331,Feature_2510,Feature_2800,Feature_381,Feature_776,Feature_2205,Feature_803,Feature_1526,Feature_794,Feature_865,Feature_1002,Feature_2111,Feature_2450,Feature_2359,Feature_2788,Feature_1825,Feature_1589,Feature_1514,Feature_2520,Feature_912,Feature_762,Feature_2410,Feature_2358,Feature_1544,Feature_620,Feature_554,Feature_2565,Feature_2287,Feature_888,Feature_2160,Feature_1874,Feature_2468,Feature_889,Feature_2549,Feature_2744,Feature_319,Feature_2092,Feature_2929,Feature_2350,Feature_1496,Feature_461,Feature_2381,Feature_2303,Feature_2135,Feature_2110,Feature_833,Feature_788,Feature_435,Feature_2622,Feature_467,Feature_2420,Feature_2491,Feature_2621,Feature_1601,Feature_2590,Feature_367,Feature_2121,Feature_2691,Feature_2709,Feature_2890,Feature_2826,Feature_481,Feature_2394,Feature_256,Feature_2551,Feature_14,Feature_1556,Feature_2600,Feature_1802,Feature_2255,Feature_2710,Feature_1474,Feature_2529,Feature_930,Feature_2550,Feature_2182,Feature_2401,Feature_2419,Feature_878,Feature_1442,Feature_2230,Feature_2851,Feature_238,Feature_1502,Feature_2560,Feature_876,Feature_2386,Feature_2609,Feature_2479,Feature_2599,Feature_2611,Feature_2440,Feature_2581,Feature_1518,Feature_2323,Feature_2461,Feature_2513,Feature_749,Feature_2349,Feature_2521,Feature_2899,Feature_846,Feature_1582,Feature_1038,Feature_2441,Feature_2654,Feature_2524,Feature_2730,Feature_1030,Feature_2601,Feature_2264,Feature_2482,Feature_581,Feature_2252,Feature_905,Feature_894,Feature_1457,Feature_1412,Feature_2214,Feature_2413,Feature_2430,Feature_590,Feature_2580,Feature_2690,Feature_2097,Feature_1258,Label
99,0.83,0,0.0,1,0,1,0,0.36,0,0,0,0.03,0,0.4,0,0,0,0.0,0,0.01,0,0.03,0.4,1,0,0,0.03,0.4,0.31,1,1,0.54,0,0.5,0.03,0.03,0,0.07,0,0.04,1,0.6,0.41,0,0.13,0,0.0,1,1,0.86,0,0.23,0,0.0,0.61,0.44,0.03,0.78,0.68,1,0,0.72,0,0,0,1,0,0,0,0,0.06,0.27,0,0,0.0,0.0,0.43,0,0.01,0.56,0.09,0.18,0.74,1,0.64,0,0.05,0.2,0.36,0.48,0.23,0.57,0.19,0.98,0.21,0,0.02,0.41,0.98,1,0.05,1,1,0.0,0.35,0,0,0,0.7,0.65,0,1.0,0.1,0.28,0,0.48,0,0.1,0,0.03,0,0,1,0.0,1.0,0.47,0,0,0,0,0.95,0,0,0.0,0.55,0.24,0.01,0,0,0.49,0,0,0.0,0,0,0,0,0.56,1,0.12,0,0,0.83,0.23,1,1,1,0,0.21,0.26,0.02,0,0.06,0.12,0,0.28,0.09,0,0.45,0,0.42,0,0,0,0,0,0,0,1,0.61,0.25,0.51,0.21,0.45,0,0,0,0,0.74,0.22,0,0.71,0,0.3,1,0,0.6,0,1,0.34,0.55,0.85,0.36,0,0.9,0.91,0.37,0,1,0,0,0.62,0,0,0,0,1,0.68,0,1,1,0.91,1,0.74,1,0,0,0,0,0,0,1,0,0,0.27,0.36,1,0,0,0,1,0,0.37,0.1,0,1,1,0,1,0,0,0,0.08,0.32,0,0,0,0.31,0,0.27,0.55,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0.82,0,0,0,1,7
100,0.83,0,0.0,1,0,1,0,0.36,0,0,0,0.03,0,0.4,1,0,0,0.0,0,0.01,0,0.03,0.4,1,0,0,0.03,0.4,0.31,1,1,0.56,0,0.5,0.03,0.03,0,0.07,0,0.04,1,0.57,0.41,0,0.13,1,0.0,1,1,0.86,0,0.26,0,0.0,0.61,0.44,0.07,0.78,0.68,1,0,0.72,0,0,0,1,0,0,0,0,0.06,0.27,0,0,0.0,0.0,0.43,0,0.04,0.56,0.09,0.18,0.51,1,0.64,0,0.07,0.16,0.37,0.47,0.23,0.55,0.41,0.98,0.21,0,0.02,0.29,0.98,1,0.06,1,1,0.0,0.28,0,0,0,0.7,0.65,1,1.0,0.03,0.33,0,0.53,0,0.1,0,0.03,0,0,1,0.0,1.0,0.48,0,0,0,1,0.95,0,0,0.0,0.55,0.26,0.01,0,0,0.56,0,1,0.0,0,0,0,0,0.33,0,0.1,0,0,0.78,0.35,1,1,0,0,0.16,0.21,0.01,0,0.09,0.16,0,0.46,0.08,0,0.63,0,0.33,0,0,0,0,1,0,0,0,0.69,0.24,0.72,0.19,0.4,0,0,0,0,0.46,0.09,1,0.44,0,0.28,0,0,0.6,1,0,0.72,0.63,0.85,0.01,0,0.65,0.57,0.26,0,0,0,0,0.55,0,0,1,0,1,0.68,0,0,1,0.79,1,0.84,1,0,0,1,0,0,0,0,0,0,0.24,0.63,1,0,0,0,1,0,0.48,0.17,1,0,1,0,1,0,0,0,0.33,0.69,1,0,0,0.81,0,0.18,0.46,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0.63,0,0,0,0,7
101,0.82,0,0.0,1,0,1,0,0.51,0,0,0,0.02,1,0.39,0,0,0,0.0,1,0.01,0,0.01,0.37,0,0,0,0.04,0.39,0.37,1,0,0.56,0,0.5,0.04,0.02,0,0.09,0,0.04,0,0.49,0.41,0,0.13,1,0.0,1,0,0.84,0,0.26,0,0.98,0.21,0.47,0.07,0.78,0.58,0,0,0.69,1,0,0,0,0,0,0,0,0.92,0.25,0,0,0.58,0.0,0.13,0,0.04,0.0,1.0,0.27,0.51,1,0.44,0,0.07,0.16,0.37,0.47,0.12,0.55,0.41,0.0,0.15,0,0.02,0.29,0.0,1,0.06,0,1,0.0,0.28,0,0,0,0.89,0.97,1,0.0,0.03,0.38,0,0.53,1,0.09,0,0.04,0,0,1,0.85,0.18,0.48,0,0,1,1,0.17,0,0,0.0,0.23,0.29,0.0,0,0,0.68,0,1,0.0,0,1,0,0,0.11,0,0.09,0,0,0.78,0.35,0,1,0,0,0.16,0.14,0.01,0,0.09,0.16,0,0.46,0.06,0,0.63,0,0.18,0,1,0,0,1,1,0,0,0.84,0.31,0.72,0.08,0.4,0,0,0,0,0.46,0.0,1,0.44,1,0.28,1,0,0.58,1,0,0.72,0.83,0.43,0.01,1,0.65,0.57,0.26,0,0,0,0,0.4,0,0,1,0,1,0.77,0,0,1,0.51,1,0.92,1,0,0,1,0,0,0,0,0,1,0.12,0.49,1,0,0,0,1,0,0.59,0.27,0,1,1,0,1,1,0,0,0.33,0.65,1,0,0,0.64,1,0.18,0.38,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0.63,0,0,0,0,7
102,0.82,0,0.0,1,0,1,0,0.51,0,0,0,0.02,0,0.39,0,0,0,0.0,0,0.01,0,0.01,0.37,1,0,0,0.04,0.39,0.37,1,0,0.46,0,0.5,0.04,0.02,0,0.09,0,0.04,0,0.57,0.41,0,0.13,0,0.0,1,0,0.84,0,0.17,0,0.98,0.21,0.47,0.17,0.78,0.58,1,0,0.69,1,0,0,0,0,0,0,0,0.92,0.25,0,0,0.58,0.0,0.13,0,0.12,0.0,1.0,0.27,0.46,1,0.44,0,0.06,0.09,0.37,0.59,0.12,0.62,0.46,0.0,0.15,0,0.02,0.47,0.0,1,0.05,1,1,0.0,0.25,0,0,0,0.89,0.97,0,0.0,0.13,0.28,0,0.6,0,0.09,0,0.03,0,0,1,0.85,0.18,0.84,0,0,0,0,0.17,0,0,0.0,0.23,0.27,0.01,0,0,0.55,0,1,0.0,1,1,0,0,0.14,0,0.08,0,0,0.96,0.17,0,1,1,0,0.17,0.2,0.0,0,0.17,0.15,0,0.29,0.14,0,0.57,0,0.38,0,0,0,0,1,0,0,0,0.64,0.3,0.47,0.19,0.48,0,0,0,0,0.89,0.43,1,0.36,0,0.14,0,0,0.58,1,0,0.52,0.67,0.43,0.4,0,0.55,0.79,0.43,0,1,0,0,0.53,0,1,0,0,1,0.49,0,1,0,0.54,1,0.91,0,0,0,1,0,0,1,1,0,0,0.31,0.4,1,0,0,0,0,0,0.2,0.18,0,0,1,0,1,0,0,0,0.38,0.48,0,0,0,0.42,1,0.05,0.85,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0.49,0,0,0,0,7
103,0.82,0,0.0,1,0,1,0,0.51,0,0,0,0.02,1,0.39,0,0,0,0.0,1,0.01,0,0.01,0.37,0,0,0,0.04,0.39,0.37,1,0,0.5,0,0.5,0.04,0.02,0,0.09,0,0.04,0,0.5,0.41,0,0.13,0,0.0,1,0,0.84,0,0.18,0,0.98,0.21,0.47,0.2,0.78,0.58,0,0,0.69,1,0,0,0,0,0,0,0,0.92,0.25,0,0,0.58,0.0,0.13,0,0.16,0.0,1.0,0.27,0.56,1,0.44,0,0.06,0.09,0.37,0.66,0.12,0.61,0.36,0.0,0.15,0,0.02,0.54,0.0,1,0.05,0,1,0.0,0.24,0,0,0,0.89,0.97,1,0.0,0.08,0.38,0,0.51,1,0.09,1,0.03,0,0,0,0.85,0.18,0.71,0,0,1,1,0.17,0,0,0.0,0.23,0.3,0.01,0,0,0.66,0,1,0.0,0,1,0,0,0.35,0,0.07,0,0,0.97,0.14,0,1,0,0,0.15,0.13,0.0,0,0.16,0.18,0,0.14,0.06,0,0.54,0,0.25,0,1,0,0,0,1,0,0,0.74,0.34,0.44,0.11,0.16,0,0,0,0,0.52,0.02,0,0.38,1,0.14,1,0,0.58,1,1,0.66,0.83,0.43,0.5,1,0.68,0.66,0.45,0,0,0,0,0.4,0,0,0,0,1,0.61,0,1,0,0.62,1,0.87,0,0,0,0,0,0,0,0,0,1,0.17,0.56,1,0,0,0,0,0,0.57,0.27,1,1,1,0,1,1,0,0,0.41,0.66,1,0,0,0.86,1,0.42,0.35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0.62,0,1,0,1,7
104,0.82,0,0.0,1,0,1,0,0.51,0,0,0,0.02,1,0.39,0,0,0,0.0,0,0.01,0,0.01,0.37,0,0,0,0.04,0.39,0.37,1,0,0.5,0,0.5,0.04,0.02,0,0.09,0,0.04,0,0.55,0.41,0,0.13,0,0.0,1,0,0.84,0,0.18,0,0.98,0.21,0.47,0.2,0.78,0.58,0,0,0.69,1,0,0,0,0,0,0,0,0.92,0.25,0,0,0.58,0.0,0.13,0,0.16,0.0,1.0,0.27,0.56,1,0.44,0,0.06,0.09,0.37,0.66,0.12,0.61,0.36,0.0,0.15,0,0.02,0.54,0.0,1,0.05,1,1,0.0,0.24,0,0,0,0.89,0.97,1,0.0,0.08,0.32,0,0.51,1,0.09,1,0.03,0,0,0,0.85,0.18,0.71,1,0,0,1,0.17,0,0,0.0,0.23,0.31,0.01,0,0,0.6,0,1,0.0,0,1,0,0,0.47,0,0.06,0,0,0.97,0.14,0,1,0,0,0.15,0.17,0.0,0,0.16,0.18,0,0.14,0.1,0,0.54,0,0.36,0,0,0,0,0,1,0,1,0.66,0.38,0.44,0.11,0.16,0,0,0,0,0.52,0.35,0,0.38,1,0.14,0,0,0.58,1,1,0.66,0.74,0.43,0.5,0,0.68,0.66,0.45,0,0,0,0,0.48,0,1,1,1,1,0.45,0,0,0,0.63,1,0.95,0,0,0,0,0,0,1,0,0,0,0.23,0.46,1,0,0,0,0,0,0.28,0.23,0,0,1,0,1,1,1,0,0.41,0.17,1,0,0,0.53,1,0.42,0.63,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0.62,0,0,0,1,7
105,0.82,0,0.0,1,0,1,0,0.51,0,0,0,0.02,1,0.39,0,0,0,0.0,1,0.01,0,0.01,0.37,0,0,0,0.04,0.39,0.37,1,0,0.46,0,0.5,0.04,0.02,0,0.09,0,0.04,0,0.5,0.41,0,0.13,0,0.01,1,0,0.84,0,0.14,1,0.98,0.21,0.47,0.27,0.78,0.58,0,0,0.69,1,0,0,0,0,0,0,0,0.92,0.25,0,0,0.58,0.0,0.13,0,0.21,0.0,1.0,0.27,0.57,1,0.44,0,0.04,0.05,0.37,0.56,0.12,0.64,0.33,0.0,0.15,0,0.03,0.54,0.0,0,0.06,0,1,0.0,0.23,0,0,0,0.89,0.97,0,0.0,0.13,0.4,0,0.62,1,0.09,1,0.04,0,0,0,0.85,0.18,0.8,0,0,0,0,0.17,0,0,0.0,0.23,0.35,0.0,0,0,0.67,0,1,0.0,0,1,0,0,0.62,0,0.05,0,0,0.82,0.52,0,1,0,0,0.17,0.12,0.04,0,0.2,0.15,0,0.35,0.05,0,0.42,0,0.26,0,0,0,0,0,0,0,1,0.74,0.44,0.43,0.08,0.53,0,0,0,0,0.68,0.07,0,0.55,1,0.1,0,0,0.58,0,1,0.72,0.86,0.43,0.35,1,0.72,0.75,0.12,0,1,0,0,0.37,0,0,0,0,1,0.52,0,0,0,0.71,1,0.8,0,0,0,1,0,0,0,0,0,1,0.18,0.4,1,0,0,0,0,0,0.53,0.29,1,1,1,0,1,1,0,0,0.32,0.65,0,0,0,0.63,1,0.13,0.36,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0.65,0,1,0,1,7
106,0.82,0,0.0,1,0,1,0,0.51,0,0,0,0.02,1,0.39,0,1,0,0.0,1,0.01,0,0.01,0.37,0,0,0,0.04,0.39,0.37,0,0,0.44,0,0.5,0.04,0.02,0,0.09,0,0.04,0,0.44,0.41,0,0.13,0,0.02,1,0,0.84,0,0.1,1,0.98,0.21,0.47,0.31,0.78,0.58,0,0,0.69,1,0,0,0,0,0,0,0,0.92,0.25,0,0,0.58,0.0,0.13,0,0.2,0.0,1.0,0.27,0.62,1,0.44,0,0.06,0.03,0.37,0.48,0.12,0.67,0.31,0.0,0.15,0,0.03,0.54,0.0,0,0.06,0,1,0.0,0.21,0,0,0,0.89,0.97,0,0.0,0.17,0.49,1,1.0,1,0.09,1,0.03,0,0,0,0.85,0.18,0.85,0,0,0,0,0.17,0,0,0.0,0.23,0.41,0.0,0,0,0.74,0,1,0.0,0,1,0,0,0.78,0,0.06,0,0,0.71,0.41,0,1,0,0,0.2,0.06,0.05,0,0.22,0.12,0,0.61,0.01,0,0.32,0,0.16,0,0,1,0,0,0,0,0,0.79,0.49,0.39,0.1,0.0,0,0,0,0,0.67,0.04,0,0.38,1,0.04,1,0,0.58,0,1,0.82,1.0,0.43,0.74,1,0.75,0.77,0.22,0,1,0,0,0.25,0,0,0,0,1,0.6,0,0,0,0.56,1,0.63,0,0,0,0,0,0,0,0,0,1,0.1,0.09,1,0,0,0,1,0,0.55,0.37,0,0,0,0,1,1,0,0,0.6,0.56,0,0,0,0.91,1,0.96,0.39,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0.68,0,0,0,1,7
107,0.81,0,0.0,1,0,1,0,0.63,0,0,0,0.01,0,0.36,0,0,0,0.0,0,0.01,0,0.0,0.32,0,0,0,0.05,0.37,0.45,0,0,0.33,0,0.37,0.05,0.01,0,0.1,0,0.06,0,0.39,0.55,0,0.15,0,0.06,1,0,0.81,0,0.0,1,0.85,0.45,0.1,0.5,0.96,0.51,0,0,0.75,0,0,0,0,0,0,0,0,0.8,0.21,0,0,0.57,0.0,0.0,0,0.26,0.42,0.9,0.23,0.59,1,0.02,0,0.07,0.09,0.35,0.48,0.14,0.75,0.33,0.12,0.6,0,0.03,0.49,0.12,0,0.07,0,0,0.0,0.1,0,0,0,0.0,0.75,0,0.49,0.34,0.49,0,0.57,0,0.08,0,0.03,0,0,0,0.83,0.18,0.81,0,1,0,0,0.15,0,0,0.0,0.33,0.45,0.0,0,0,0.67,0,0,0.0,0,1,0,0,0.84,0,0.08,0,0,0.38,0.27,0,0,0,0,0.07,0.03,0.02,0,0.16,0.25,0,0.8,0.03,0,0.01,0,0.11,0,0,1,0,0,0,0,0,0.7,0.43,0.55,0.27,0.55,0,0,0,0,0.68,0.08,1,0.5,0,0.12,1,0,0.56,1,0,0.7,0.66,0.28,0.86,0,0.69,0.71,0.34,0,1,0,0,0.16,0,0,0,0,0,0.61,0,0,0,0.38,1,0.53,0,0,0,0,0,0,0,0,0,0,0.13,0.18,1,0,0,0,1,0,0.5,0.46,0,0,0,0,0,1,0,0,0.34,0.48,0,0,0,0.54,0,0.46,0.56,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0.65,1,0,0,1,7
108,0.81,0,0.0,1,0,1,0,0.63,0,0,0,0.01,0,0.36,0,0,0,0.0,0,0.01,0,0.0,0.32,0,0,0,0.05,0.37,0.45,0,0,0.33,0,0.37,0.05,0.01,0,0.1,0,0.06,0,0.36,0.55,0,0.15,0,0.06,1,0,0.81,0,0.0,1,0.85,0.45,0.1,0.5,0.96,0.51,0,0,0.75,0,0,0,0,0,0,0,0,0.8,0.21,0,0,0.57,0.0,0.0,0,0.26,0.42,0.9,0.23,0.59,1,0.02,0,0.07,0.09,0.35,0.48,0.14,0.75,0.33,0.12,0.6,0,0.03,0.49,0.12,0,0.06,0,0,0.0,0.1,0,0,0,0.0,0.75,0,0.49,0.34,0.55,0,0.57,0,0.08,0,0.04,0,0,0,0.83,0.18,0.81,0,1,0,0,0.15,0,0,0.0,0.33,0.48,0.0,0,0,0.73,0,0,0.0,0,1,0,0,0.87,0,0.07,0,0,0.38,0.27,0,0,0,0,0.07,0.0,0.02,0,0.16,0.25,0,0.8,0.07,0,0.01,0,0.07,0,0,1,0,0,0,0,0,0.78,0.28,0.55,0.42,0.55,0,0,0,0,0.68,0.11,1,0.5,0,0.12,1,0,0.56,1,0,0.7,0.75,0.28,0.86,0,0.69,0.71,0.34,0,1,0,0,0.09,0,0,0,0,0,0.62,0,0,1,0.23,1,0.42,0,0,0,0,0,0,0,0,0,0,0.07,0.23,1,0,0,0,1,0,0.47,0.51,0,1,0,0,0,1,0,0,0.34,0.91,0,0,0,0.46,0,0.46,0.62,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0.65,1,0,0,1,7
109,0.8,0,0.0,1,0,1,0,0.74,0,0,0,0.0,0,0.33,0,0,0,0.0,0,0.01,0,0.01,0.27,0,0,0,0.06,0.34,0.5,0,0,0.29,0,0.26,0.06,0.0,0,0.1,0,0.11,0,0.29,0.67,0,0.18,0,0.07,1,0,0.78,0,0.0,1,0.84,0.3,0.0,0.55,1.0,0.47,0,0,0.86,0,0,0,0,0,0,0,0,0.79,0.2,0,0,0.55,0.0,0.62,0,0.29,0.21,0.87,0.21,0.71,1,0.13,0,0.06,0.11,0.35,0.56,0.09,0.79,0.22,0.13,0.9,0,0.04,0.62,0.13,0,0.06,0,0,0.0,0.07,0,0,0,0.11,0.52,0,0.58,0.43,0.58,0,0.8,0,0.22,1,0.03,0,0,1,0.5,0.05,0.87,0,1,0,0,0.52,0,0,0.0,0.77,0.47,0.01,1,0,0.77,0,0,0.0,0,1,0,0,0.88,0,0.1,0,0,0.33,0.34,0,0,0,0,0.0,0.0,0.01,0,0.14,0.37,0,0.85,0.12,0,0.01,0,0.01,0,0,1,0,0,0,0,0,0.86,0.16,0.56,0.36,0.45,0,0,0,0,0.67,0.0,0,0.56,0,0.36,0,0,0.54,1,0,0.67,0.48,0.0,0.87,0,0.81,0.84,0.28,0,1,0,0,0.0,0,0,0,0,0,0.67,0,0,0,0.1,1,0.25,0,0,0,1,0,0,0,0,0,0,0.0,0.03,1,0,0,0,0,0,0.56,0.61,0,1,0,0,0,1,0,0,0.35,1.0,0,0,0,0.61,0,0.48,0.52,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0.81,0,0,0,1,7
110,0.8,0,0.0,1,0,1,0,0.74,0,0,0,0.0,0,0.33,0,0,0,0.0,0,0.01,0,0.01,0.27,0,0,0,0.06,0.34,0.5,0,0,0.21,0,0.26,0.06,0.0,0,0.1,0,0.11,0,0.25,0.67,0,0.18,0,0.09,1,0,0.78,0,0.0,1,0.84,0.3,0.0,0.62,1.0,0.47,0,0,0.86,0,0,0,0,0,0,0,0,0.79,0.2,0,0,0.55,0.0,0.62,0,0.33,0.21,0.87,0.21,0.65,1,0.13,0,0.05,0.16,0.34,0.6,0.09,0.85,0.22,0.13,0.9,0,0.04,0.63,0.13,0,0.07,0,0,0.0,0.06,0,0,0,0.11,0.52,0,0.58,0.58,0.64,0,0.42,0,0.22,1,0.03,0,0,1,0.5,0.05,0.96,0,1,0,0,0.52,0,0,0.0,0.77,0.45,0.01,1,0,0.74,0,0,0.0,0,1,0,0,0.9,0,0.11,0,0,0.28,0.26,0,0,0,0,0.0,0.0,0.01,0,0.09,0.5,0,0.9,0.15,0,0.06,0,0.0,0,0,0,0,0,0,0,0,0.78,0.1,0.53,0.27,0.21,0,0,0,0,0.93,0.09,0,0.47,0,0.75,1,0,0.54,0,0,0.69,0.58,0.0,0.86,0,0.76,0.92,0.35,0,1,0,0,0.07,0,0,0,0,0,0.65,0,0,1,0.01,1,0.15,0,0,0,0,0,0,0,0,0,0,0.0,0.17,1,0,0,0,0,0,0.47,0.66,0,0,0,0,0,1,0,0,0.34,0.87,0,0,0,0.45,0,0.92,0.63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0.79,0,0,0,1,7
111,0.8,0,0.0,1,0,1,0,0.74,0,0,0,0.0,0,0.33,0,0,0,0.0,0,0.01,0,0.01,0.27,0,0,0,0.06,0.34,0.5,0,0,0.21,0,0.26,0.06,0.0,0,0.1,0,0.11,0,0.18,0.67,0,0.18,0,0.09,1,0,0.77,0,0.0,1,0.84,0.3,0.0,0.62,1.0,0.47,0,0,0.86,0,0,0,0,0,0,0,0,0.79,0.2,0,0,0.55,0.0,0.62,0,0.33,0.21,0.87,0.21,0.65,1,0.13,0,0.05,0.16,0.34,0.6,0.09,0.85,0.22,0.13,0.9,0,0.04,0.63,0.13,0,0.06,0,0,0.0,0.06,0,0,0,0.11,0.52,0,0.58,0.58,0.75,0,0.42,0,0.22,1,0.03,0,0,1,0.5,0.05,0.96,0,1,0,0,0.52,0,0,0.0,0.77,0.43,0.0,1,0,0.85,0,0,0.0,0,1,0,0,0.9,0,0.1,0,0,0.28,0.26,0,0,0,0,0.0,0.0,0.01,0,0.09,0.5,0,0.9,0.16,0,0.06,0,0.0,0,0,0,0,0,0,0,0,0.94,0.08,0.53,0.22,0.21,0,0,0,0,0.93,0.0,0,0.47,0,0.75,0,0,0.54,0,0,0.69,0.75,0.0,0.86,0,0.76,0.92,0.35,0,1,0,0,0.0,0,0,0,0,0,0.68,0,0,0,0.0,1,0.01,0,0,0,0,0,0,0,0,0,0,0.0,0.06,1,0,0,0,0,0,0.54,0.76,0,1,0,0,0,1,0,0,0.34,0.94,0,0,0,0.51,0,0.92,0.56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0.79,0,0,0,1,7
112,0.79,0,0.0,1,0,1,0,0.89,0,0,0,0.0,0,0.28,0,0,0,0.0,0,0.02,0,0.0,0.21,0,0,0,0.08,0.3,0.55,0,0,0.04,0,0.15,0.08,0.0,0,0.12,0,0.2,0,0.14,0.81,0,0.21,0,0.12,1,0,0.74,0,0.0,1,0.81,0.1,0.0,0.78,1.0,0.46,0,0,1.0,0,0,0,1,0,0,0,0,0.85,0.18,0,0,0.85,0.0,1.0,0,0.39,0.55,0.94,0.24,0.52,1,0.51,0,0.04,0.22,0.31,0.65,0.3,0.84,0.36,0.03,1.0,0,0.05,0.72,0.03,0,0.06,0,0,0.0,0.06,0,0,0,0.11,0.28,0,0.36,0.85,0.7,0,0.21,0,0.37,0,0.03,0,0,1,0.5,0.51,0.96,0,1,0,0,0.1,0,0,0.0,0.63,0.39,0.0,1,0,0.76,0,0,0.0,0,1,0,0,0.91,0,0.09,0,0,0.2,0.31,0,0,0,0,0.25,0.0,0.02,0,0.04,0.21,0,0.88,0.18,0,0.28,0,0.0,0,0,0,0,0,0,0,1,0.71,0.07,0.43,0.2,0.45,0,0,0,0,1.0,0.07,0,0.48,0,0.85,1,0,0.51,1,0,0.6,0.48,0.0,0.85,0,0.56,0.85,0.3,0,1,0,0,0.13,0,0,0,0,0,0.65,0,0,0,0.0,1,0.0,0,0,0,1,0,0,0,0,0,0,0.09,0.15,1,0,0,0,0,0,0.47,0.79,0,1,0,1,0,1,0,0,0.37,0.77,0,0,0,0.74,0,0.96,0.63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0.62,0,0,0,1,7
